años;fnlwgt(identificador);educacion;education-num;estado-civil;parentezco;raza;sexo;plusvalia;perdidad de capital;horas por semana;salario
19;439779;6;10;4;4;1;1;0;0;15;50000
24;161638;2;9;2;2;1;2;0;0;40;50000
28;190525;4;14;4;4;1;1;0;0;40;50000
25;276249;4;14;4;4;1;2;0;0;40;50000
44;147265;6;10;2;1;1;1;0;0;40;40000
38;245090;2;9;2;1;1;1;0;0;40;50000
42;219682;4;14;1;2;1;1;0;0;45;50000
28;392100;2;9;2;4;1;1;0;0;40;50000
36;358682;1;13;4;6;1;1;0;0;50;50000
47;262244;1;13;4;2;2;1;0;0;60;40000
46;171228;2;9;2;1;1;1;3411;0;35;50000
21;218445;6;10;4;4;1;2;0;0;40;50000
19;182609;2;9;4;4;2;2;0;0;25;50000
35;509462;1;13;4;2;1;2;0;0;45;50000
26;213258;2;9;2;1;1;1;0;0;40;50000
21;118401;6;10;4;2;1;2;0;0;30;50000
67;45814;9;4;2;1;1;1;0;0;40;50000
54;329733;2;9;4;5;1;1;0;0;40;40000
26;29957;4;14;4;6;1;1;0;0;25;50000
51;215854;1;13;1;2;1;2;0;0;50;50000
27;327766;6;10;1;2;1;1;0;0;45;50000
27;405765;2;9;2;1;1;1;0;0;40;40000
39;80680;6;10;1;4;1;2;0;0;40;50000
32;177792;1;13;1;2;1;2;0;0;48;40000
52;273514;2;9;5;2;1;1;0;0;40;50000
21;202373;6;10;2;1;2;1;0;0;40;50000
27;332785;2;9;4;4;1;1;0;0;38;50000
46;149640;9;4;3;2;1;1;0;0;45;50000
42;40151;8;11;2;1;1;1;0;0;30;50000
79;183686;1;13;2;1;1;1;0;0;20;40000
50;32801;1;13;2;3;4;2;0;0;40;40000
19;195282;2;9;4;4;2;2;0;0;20;50000
43;134026;6;10;4;6;1;1;2174;0;40;50000
51;96678;4;14;2;1;1;1;0;0;60;50000
45;174533;6;10;2;1;1;1;7298;0;50;40000
65;180807;2;9;5;2;1;1;991;0;20;50000
66;186324;1;13;2;1;1;1;0;0;5;40000
36;257250;8;11;2;1;1;1;0;0;99;50000
26;212800;7;12;4;4;1;2;0;0;36;50000
28;55360;6;10;4;2;2;1;0;0;50;50000
39;195253;11;15;2;1;1;1;0;0;45;40000
43;45156;6;10;2;1;1;1;0;0;60;50000
20;435469;2;9;4;4;1;2;0;0;40;50000
29;231287;6;10;1;5;1;1;0;0;40;50000
32;168854;1;13;2;1;1;1;0;1848;50;40000
44;185057;1;13;1;2;1;2;3325;0;40;50000
18;91670;6;10;4;4;3;2;0;0;40;50000
60;165517;6;10;2;1;1;1;0;0;40;50000
34;73161;2;9;2;1;1;1;0;0;40;40000
60;178792;2;9;6;2;1;2;0;0;40;50000
38;32897;3;7;1;5;1;2;0;0;40;50000
29;250967;8;11;2;1;1;1;0;0;40;50000
41;41901;6;10;4;2;1;1;0;1408;40;50000
49;379779;1;13;1;2;1;2;0;0;40;50000
37;217838;12;3;5;5;1;2;0;0;40;50000
37;137527;10;16;4;2;1;2;0;2559;60;40000
43;198965;6;10;2;1;1;1;0;0;38;40000
41;70645;4;14;6;2;1;2;4650;0;55;50000
37;220644;2;9;1;5;2;2;0;0;40;50000
19;175081;5;5;4;6;1;1;0;0;60;50000
29;180299;6;10;2;1;1;1;0;0;35;50000
40;548664;2;9;2;1;1;1;0;0;15;50000
53;278114;9;4;2;1;1;1;0;0;40;40000
27;394927;1;13;2;1;1;1;0;0;55;50000
44;127482;2;9;2;1;1;1;7298;0;50;40000
29;236938;7;12;1;5;1;2;0;0;38;50000
25;232991;12;3;2;1;5;1;0;0;40;50000
38;34378;2;9;2;1;1;1;0;0;55;50000
48;81513;1;13;2;1;1;1;0;0;50;40000
18;106780;6;10;4;4;1;2;0;0;12;50000
50;178596;2;9;1;5;1;1;0;1408;50;50000
37;329026;2;9;2;3;1;2;0;0;40;40000
48;26490;1;13;6;5;1;2;0;0;20;50000
50;338033;6;10;4;2;1;1;0;0;32;50000
74;169303;2;9;2;1;1;1;6767;0;6;50000
24;21154;6;10;4;4;1;2;0;0;30;50000
34;209449;6;10;2;1;2;1;0;0;40;40000
19;389143;6;10;4;4;1;1;0;0;40;50000
39;101260;2;9;4;4;1;1;0;0;40;50000
40;198270;6;10;1;2;1;2;0;0;40;50000
30;45781;2;9;4;5;1;2;0;0;40;50000
27;134566;2;9;4;2;1;1;0;0;40;50000
23;283806;5;5;1;2;1;2;0;0;35;50000
68;286869;9;4;6;2;1;2;0;1668;40;50000
46;422813;6;10;2;1;1;1;0;0;40;40000
24;103277;1;13;4;4;1;2;0;0;50;50000
18;201871;16;8;4;4;1;1;0;0;20;50000
50;167728;10;16;2;1;1;1;0;0;60;40000
42;211517;3;7;2;1;1;1;0;0;40;50000
42;118212;5;5;2;1;1;1;0;0;40;50000
37;259846;8;11;2;1;1;1;3471;0;40;50000
57;98926;6;10;6;2;1;2;0;0;16;50000
27;207352;1;13;2;1;3;1;0;0;40;40000
31;206609;13;6;2;1;1;1;0;0;40;50000
34;104509;4;14;5;5;1;2;0;0;40;50000
55;170350;2;9;1;6;1;2;0;0;40;50000
56;183884;3;7;2;1;1;1;0;0;40;50000
36;110964;1;13;2;3;1;2;0;1672;38;50000
35;154410;6;10;4;4;1;1;0;0;40;50000
63;257659;4;14;4;2;1;2;0;0;3;50000
28;274679;4;14;4;2;1;1;0;0;50;50000
38;252662;1;13;1;2;1;1;0;0;40;50000
30;356689;2;9;2;1;1;1;0;0;60;50000
18;205218;6;10;4;4;1;2;0;0;20;50000
35;241306;8;11;2;1;1;1;0;0;40;40000
53;139127;2;9;1;2;1;2;0;0;40;50000
46;175625;11;15;1;5;1;2;0;0;40;50000
45;206459;6;10;2;1;1;1;0;0;40;50000
35;176123;13;6;2;1;3;1;0;0;60;50000
41;111483;2;9;4;4;1;1;0;0;40;50000
60;106118;2;9;2;1;1;1;0;0;70;40000
18;77845;6;10;4;4;1;1;0;1602;15;50000
19;162094;2;9;4;4;1;1;0;0;40;50000
24;216469;2;9;2;1;1;1;0;1579;50;50000
56;381965;1;13;2;1;1;1;15024;0;40;40000
28;145284;2;9;1;2;1;1;0;0;70;50000
29;242482;2;9;4;2;1;1;0;0;32;50000
35;160192;6;10;4;4;1;1;0;0;40;50000
27;280699;6;10;4;5;1;2;0;0;40;50000
55;175942;10;16;2;1;1;1;0;1977;55;40000
18;156950;2;9;4;4;1;1;0;0;35;50000
53;215572;2;9;4;2;1;1;0;0;40;50000
26;173593;4;14;2;1;1;1;0;0;20;50000
55;193374;6;10;2;1;1;1;0;0;40;40000
45;334039;6;10;2;1;1;1;0;0;40;40000
28;337664;2;9;4;4;1;1;0;0;40;50000
32;113504;1;13;2;1;1;1;0;0;40;40000
27;177072;2;9;4;4;1;1;0;0;40;50000
35;174503;2;9;1;2;1;2;0;0;40;50000
36;214807;2;9;1;5;1;2;0;0;37;50000
41;222596;1;13;2;1;1;1;15024;0;45;40000
23;100345;1;13;4;4;1;1;0;0;20;50000
22;409230;16;8;4;6;1;1;0;0;40;50000
36;112497;11;15;1;5;1;1;25236;0;40;40000
65;115922;1;13;2;1;1;1;0;0;40;40000
59;375049;2;9;2;1;1;1;0;0;41;40000
25;243560;2;9;4;4;1;2;0;0;40;50000
33;182971;6;10;2;1;1;1;0;1887;40;40000
31;127215;6;10;2;1;1;1;0;0;40;50000
50;276241;1;13;2;1;1;1;0;0;40;40000
49;175109;6;10;2;1;1;1;0;0;50;40000
43;498079;1;13;1;5;1;2;0;0;40;50000
23;344394;6;10;2;6;1;2;0;0;40;50000
34;99872;4;14;2;1;3;1;3103;0;40;40000
23;245302;6;10;1;4;2;2;0;0;40;50000
63;43313;13;6;2;1;1;1;0;0;40;50000
33;188467;2;9;4;2;1;1;0;0;40;50000
51;351278;1;13;1;5;1;1;0;0;50;50000
31;182246;2;9;1;2;1;1;0;0;45;50000
32;79870;6;10;2;4;1;2;2597;0;40;50000
48;353824;6;10;2;1;1;1;0;0;40;40000
31;387116;6;10;4;2;2;2;0;0;36;50000
47;34248;8;11;2;1;1;1;0;0;40;40000
54;198741;6;10;2;1;1;1;0;0;40;40000
23;32950;6;10;4;2;1;1;0;0;40;50000
34;381153;2;9;2;1;1;1;0;0;40;40000
46;100067;3;7;2;3;2;2;0;0;35;40000
34;208785;7;12;1;2;1;1;0;0;50;40000
31;61559;2;9;4;2;1;1;0;0;50;50000
41;176452;2;9;2;1;1;1;0;0;40;50000
41;128700;2;9;4;4;1;2;0;0;40;50000
27;328518;8;11;4;6;1;1;0;0;30;50000
30;201196;3;7;4;4;2;2;0;0;40;50000
23;378546;6;10;4;4;1;1;0;0;40;50000
24;212210;7;12;4;4;1;2;0;0;20;50000
59;178660;7;12;2;1;1;1;0;0;40;50000
56;235826;2;9;2;1;1;1;5013;0;40;50000
35;22641;2;9;2;1;4;1;0;0;40;50000
59;316027;2;9;2;1;1;1;0;0;45;50000
47;431515;8;11;2;1;1;1;0;0;40;40000
51;149770;2;9;1;2;1;2;0;0;44;50000
42;165916;1;13;1;5;1;2;0;0;45;50000
29;107411;6;10;3;4;1;2;0;0;40;50000
23;217961;2;9;4;5;1;1;0;0;45;50000
43;350387;2;9;2;1;1;1;0;0;60;50000
46;325372;6;10;2;1;1;1;0;0;40;50000
30;156718;6;10;5;2;1;2;0;0;40;50000
23;216472;6;10;4;4;1;2;0;0;20;50000
29;106972;4;14;4;2;1;2;0;0;35;50000
33;131934;2;9;1;2;1;2;0;0;45;50000
33;365908;2;9;2;1;2;1;2105;0;40;50000
46;359193;6;10;1;5;1;2;0;0;45;50000
35;261012;6;10;3;2;2;2;0;0;40;50000
36;272944;1;13;2;1;1;1;0;1887;40;40000
25;113654;2;9;5;5;1;2;0;0;37;50000
35;218955;1;13;2;1;1;1;0;0;40;50000
30;115963;9;4;4;5;1;1;0;0;42;50000
39;80638;6;10;2;1;3;1;0;0;84;40000
37;147258;6;10;2;1;1;1;0;0;55;50000
22;214635;2;9;4;2;1;1;0;0;42;50000
25;200318;2;9;2;1;1;1;0;0;60;50000
50;138270;2;9;2;3;2;2;0;0;40;50000
64;388594;11;15;2;1;1;1;15024;0;45;40000
33;103435;8;11;5;2;1;1;0;0;45;50000
59;133201;12;3;2;1;1;1;0;0;40;50000
24;175183;2;9;4;2;1;2;0;0;40;50000
41;99870;1;13;2;1;1;1;0;0;55;50000
38;107479;5;5;4;4;1;2;0;0;12;50000
60;113440;1;13;1;4;1;1;0;0;60;50000
19;85690;2;9;4;5;1;1;0;0;30;50000
23;45713;6;10;4;6;1;1;0;0;40;50000
57;376230;4;14;2;1;1;1;99999;0;40;40000
36;145576;4;14;2;1;1;1;0;1977;40;40000
17;67808;13;6;4;4;1;1;0;0;40;50000
24;113936;1;13;4;4;1;1;0;0;40;50000
32;158291;2;9;2;1;1;1;0;0;50;40000
27;193898;1;13;2;1;1;1;0;0;45;40000
43;191982;8;11;4;4;1;2;0;0;55;50000
21;72953;6;10;4;4;1;1;0;0;40;50000
54;271160;8;11;6;2;1;2;0;0;40;50000
22;33087;2;9;2;1;1;1;0;0;45;50000
29;106153;2;9;4;2;1;1;0;0;50;50000
22;29444;16;8;4;2;4;1;0;0;50;50000
37;105021;1;13;2;1;1;1;0;0;50;40000
38;239045;10;16;2;1;1;1;0;0;50;40000
34;94413;6;10;2;1;1;1;0;0;40;50000
45;20534;6;10;2;1;1;1;0;0;84;40000
28;350254;14;2;4;2;1;2;0;0;40;50000
68;194746;10;16;1;2;1;2;0;0;40;50000
36;269042;2;9;2;1;3;1;0;0;40;50000
20;447488;5;5;4;5;1;1;0;0;30;50000
24;267706;6;10;4;4;1;2;0;0;45;50000
38;198216;6;10;1;5;1;2;0;0;40;50000
32;227931;1;13;4;2;1;2;0;0;40;50000
34;252646;6;10;2;1;1;1;7298;0;50;40000
47;223342;2;9;6;2;1;2;2174;0;40;50000
28;181776;1;13;4;2;1;2;0;0;50;50000
32;132601;11;15;2;1;1;1;0;0;40;40000
58;205410;2;9;2;1;1;1;0;0;40;50000
64;185912;11;15;2;1;1;1;99999;0;35;40000
38;292570;6;10;4;4;1;2;0;0;50;50000
43;76460;2;9;4;2;1;2;0;0;40;50000
28;295163;16;8;1;2;1;1;0;0;40;50000
21;27255;6;10;4;4;1;1;0;0;40;50000
23;69847;1;13;4;4;3;2;0;0;20;50000
25;104993;5;5;4;4;2;1;2907;0;40;50000
41;322980;2;9;5;2;2;1;2354;0;40;50000
24;390608;2;9;4;2;1;2;0;0;36;50000
41;317539;6;10;2;1;2;1;0;0;40;50000
27;195678;1;13;2;1;1;1;0;0;40;50000
54;466502;9;4;6;5;1;1;0;0;30;50000
28;220754;2;9;5;4;1;2;0;0;25;50000
29;202878;9;4;2;1;1;1;0;2042;40;50000
36;343476;2;9;1;2;1;1;0;0;30;50000
41;93227;1;13;2;1;3;1;0;1977;60;40000
60;38622;6;10;2;1;1;1;0;0;40;50000
34;173730;4;14;2;1;1;1;0;0;38;50000
32;178623;2;9;4;2;2;2;0;0;40;50000
27;300783;6;10;2;3;1;2;0;0;42;40000
60;224644;13;6;2;1;1;1;0;0;40;50000
39;191502;8;11;2;1;1;1;0;0;40;50000
59;61885;16;8;1;6;2;1;0;0;35;50000
34;213887;10;16;2;1;1;1;0;0;32;40000
36;331395;8;11;2;1;1;1;0;0;40;50000
54;145098;6;10;2;1;1;1;0;0;40;40000
48;123075;8;11;2;1;1;1;0;0;40;40000
19;216804;9;4;4;4;1;1;0;0;33;50000
40;188291;11;15;2;1;1;1;0;0;40;40000
25;33610;2;9;4;2;1;1;0;0;45;50000
39;234901;7;12;5;5;1;1;0;0;40;50000
34;349148;6;10;2;1;1;1;0;0;40;50000
30;168443;2;9;5;5;1;2;0;0;30;50000
43;211860;2;9;4;5;2;2;0;0;24;50000
35;193961;1;13;2;1;3;1;0;0;40;40000
36;52532;10;16;2;1;1;1;0;1887;50;40000
59;75804;2;9;2;1;1;1;0;0;65;40000
33;176185;2;9;2;1;1;1;0;0;40;50000
22;306779;6;10;4;4;1;1;0;0;50;50000
48;265192;2;9;2;1;1;1;0;0;45;50000
54;139347;2;9;6;5;1;2;0;0;40;50000
49;107682;6;10;1;2;1;2;0;0;38;50000
37;34173;1;13;4;2;1;2;0;0;40;50000
45;128378;2;9;2;1;2;1;0;0;40;50000
51;195638;6;10;5;2;1;2;0;0;40;50000
46;59287;6;10;2;1;1;1;0;0;40;50000
31;162442;1;13;2;3;1;2;0;0;40;40000
29;350603;13;6;4;4;1;2;0;0;38;50000
39;344743;6;10;2;4;2;2;0;0;50;40000
35;112077;2;9;2;1;1;1;5013;0;40;50000
26;176795;1;13;4;4;1;2;0;0;40;40000
51;137815;6;10;2;1;1;1;7298;0;40;40000
31;309620;4;14;2;1;3;1;0;0;6;50000
39;336880;2;9;2;1;1;1;0;0;40;40000
26;206600;3;7;4;6;1;1;0;0;30;50000
25;193051;1;13;2;1;1;1;0;0;35;50000
61;229062;6;10;2;1;1;1;0;1887;40;40000
49;62793;2;9;1;4;1;2;0;0;40;50000
53;264939;1;13;4;2;1;2;0;0;45;50000
52;370552;15;1;2;1;1;1;0;0;40;50000
52;163678;2;9;2;1;1;1;0;0;55;50000
74;89667;1;13;6;2;5;2;0;0;35;50000
50;558490;2;9;1;2;2;1;0;0;40;50000
29;124680;1;13;4;2;1;2;13550;0;35;40000
76;208843;9;4;6;2;1;1;0;0;30;50000
19;95078;2;9;4;4;1;2;0;0;15;50000
25;169679;2;9;2;1;1;1;0;0;40;50000
45;101320;2;9;1;5;1;2;0;0;40;50000
34;168906;7;12;1;4;1;2;0;0;35;50000
20;212582;6;10;4;4;1;2;0;0;16;50000
66;170617;4;14;6;2;1;1;0;0;6;50000
63;170529;1;13;2;3;2;2;0;0;45;50000
27;99897;6;10;2;1;1;1;0;0;40;50000
41;104892;6;10;2;1;1;1;2829;0;40;50000
43;175224;2;9;2;1;1;1;0;0;60;50000
23;149704;2;9;4;4;1;2;0;0;40;50000
37;214542;6;10;1;5;2;2;0;0;40;50000
31;167319;1;13;2;1;1;1;0;0;40;50000
33;43716;6;10;2;1;1;1;0;0;4;50000
28;191935;7;12;4;4;1;1;0;0;20;50000
70;158642;2;9;6;2;1;2;2993;0;20;50000
35;338611;6;10;1;5;1;2;0;0;40;50000
41;136419;7;12;2;1;1;1;0;0;75;40000
17;72321;3;7;4;6;1;2;0;0;12;50000
41;189956;1;13;2;3;2;2;0;0;40;40000
44;403782;8;11;1;2;1;1;0;0;45;50000
47;456661;9;4;2;1;1;1;0;0;40;50000
24;279041;2;9;4;4;2;1;0;0;40;50000
38;65716;8;11;1;5;1;2;0;0;40;50000
34;189809;6;10;2;1;2;1;0;0;52;50000
62;223637;2;9;1;2;2;2;0;0;35;50000
27;199343;2;9;2;1;1;1;0;0;38;50000
59;139344;6;10;2;3;1;2;0;0;40;40000
35;119098;4;14;2;1;1;1;0;0;40;50000
38;195025;2;9;5;5;2;2;0;0;32;50000
28;186720;6;10;4;4;1;2;0;0;50;50000
28;328923;2;9;4;6;1;2;0;0;38;50000
59;159472;5;5;2;1;1;1;0;0;40;50000
42;138662;6;10;5;4;1;2;0;0;40;50000
54;286342;4;14;4;2;1;2;0;0;32;40000
39;181705;2;9;2;1;1;1;0;0;45;50000
41;193882;1;13;2;1;1;1;0;0;40;50000
43;216497;1;13;1;5;1;2;0;0;40;50000
32;124919;1;13;2;1;3;1;0;0;50;40000
62;109463;6;10;5;5;1;2;0;1617;33;50000
58;256274;2;9;1;2;1;2;0;0;40;50000
43;326379;2;9;1;2;1;1;0;0;40;50000
67;174995;6;10;2;1;1;1;0;2457;40;50000
31;243142;2;9;1;5;1;2;0;0;40;50000
51;155118;4;14;2;3;1;2;0;0;70;40000
54;189607;1;13;4;4;2;2;0;0;36;50000
20;39478;6;10;4;2;1;1;0;0;70;50000
35;206951;6;10;2;1;1;1;0;0;40;40000
22;127647;2;9;4;4;1;2;0;0;36;50000
38;234298;1;13;1;2;1;1;6849;0;60;50000
42;182302;2;9;2;1;1;1;0;0;40;50000
44;166597;4;14;2;1;1;1;0;0;40;40000
28;33363;2;9;2;1;1;1;0;0;70;40000
74;167537;6;10;2;1;1;1;0;0;35;40000
34;179378;2;9;2;3;2;2;0;0;40;50000
50;297551;2;9;2;1;1;1;0;0;52;50000
50;198362;8;11;6;5;1;2;0;0;40;50000
43;240504;2;9;2;1;1;1;0;0;40;50000
29;169662;2;9;2;1;1;1;0;0;40;50000
30;164940;2;9;5;5;2;2;0;0;25;50000
61;210488;2;9;2;1;1;1;0;0;50;40000
21;154835;6;10;4;4;3;2;0;0;40;50000
27;333296;1;13;4;2;1;1;0;0;30;50000
47;192793;10;16;2;1;1;1;0;0;40;40000
39;49436;7;12;1;5;1;2;0;1380;40;50000
33;136331;2;9;2;1;1;1;0;0;40;50000
22;509048;2;9;4;6;2;2;0;0;37;50000
38;318610;6;10;1;5;2;2;0;0;40;50000
45;104521;6;10;2;1;1;1;0;0;40;50000
42;247695;2;9;2;1;1;1;0;0;45;40000
35;219546;6;10;4;2;1;1;0;0;45;50000
21;169699;2;9;4;2;1;2;0;0;40;50000
49;131302;8;11;1;2;2;2;0;0;44;50000
50;171852;1;13;5;4;5;2;0;0;40;50000
36;340091;10;16;2;3;1;2;0;0;36;40000
20;204641;2;9;4;4;1;1;0;0;20;50000
49;213431;2;9;5;5;2;2;0;0;40;50000
40;377018;1;13;2;1;1;1;0;0;60;40000
22;184543;6;10;1;5;1;2;0;0;40;50000
60;188236;2;9;1;2;1;2;0;0;40;50000
67;233022;3;7;6;5;1;2;0;0;20;50000
21;177420;6;10;4;2;5;2;0;0;40;50000
60;21101;2;9;2;1;4;1;0;0;50;50000
17;52486;3;7;4;4;1;2;0;0;12;50000
43;183273;4;14;2;3;1;2;15024;0;32;40000
49;36177;1;13;2;1;1;1;0;0;45;40000
41;124956;1;13;5;2;2;2;99999;0;60;40000
38;102350;6;10;1;5;1;1;0;0;40;50000
38;165930;2;9;2;1;1;1;0;0;40;50000
35;297574;7;12;2;1;1;1;0;0;99;40000
40;120277;6;10;4;2;1;1;0;0;40;50000
23;87569;6;10;5;2;1;2;0;0;40;50000
19;278220;6;10;4;4;1;2;0;1602;40;50000
40;155972;2;9;2;1;1;1;0;0;60;40000
46;162852;2;9;1;5;1;2;0;0;40;50000
25;64860;6;10;3;5;1;2;0;0;22;50000
36;226013;2;9;2;1;2;1;5178;0;40;40000
24;322674;7;12;4;2;1;1;0;0;48;50000
62;202242;2;9;2;1;1;1;0;0;48;50000
54;175262;15;1;2;1;3;1;0;0;40;50000
23;201682;1;13;2;6;1;2;0;0;40;50000
60;166330;2;9;2;3;1;2;0;0;40;50000
18;147612;2;9;4;4;1;2;0;0;8;50000
41;213154;6;10;2;3;2;2;0;0;40;50000
45;33798;4;14;4;2;1;2;0;0;40;50000
62;199198;8;11;6;5;2;2;0;0;40;50000
28;90915;1;13;3;5;2;2;0;0;40;50000
36;337778;6;10;2;1;1;1;0;0;60;40000
31;187203;2;9;4;6;1;1;0;0;40;50000
44;261497;2;9;2;1;2;1;0;0;40;50000
33;361817;2;9;5;5;1;1;0;0;50;50000
62;226546;11;15;2;1;1;1;0;0;16;50000
27;100168;9;4;2;3;1;2;0;0;40;50000
42;272625;8;11;1;5;2;2;0;0;40;40000
55;254516;5;5;4;6;2;1;0;0;37;50000
41;207375;2;9;4;2;1;2;0;0;50;50000
26;39092;6;10;2;1;1;1;4064;0;50;50000
45;48271;6;10;2;3;1;2;0;0;40;40000
67;152102;2;9;6;2;1;1;0;0;65;50000
25;234665;8;11;2;1;1;1;0;0;45;50000
30;127651;2;9;2;1;1;1;0;1887;48;40000
22;180060;1;13;4;5;1;1;0;0;40;50000
19;32477;6;10;4;4;1;1;0;0;20;50000
26;137658;1;13;4;2;1;2;0;0;45;50000
61;228287;2;9;2;1;1;1;0;0;50;50000
32;159442;11;15;4;2;1;2;13550;0;50;40000
43;33310;2;9;1;2;1;2;0;0;40;50000
53;270546;2;9;1;2;1;2;0;0;20;50000
53;290290;6;10;1;2;1;1;0;0;45;50000
42;287037;16;8;1;2;1;1;0;0;10;50000
36;128516;2;9;2;3;1;2;0;0;40;40000
55;185195;1;13;2;1;1;1;0;0;99;50000
35;49657;1;13;2;1;1;1;7298;0;40;40000
17;98005;3;7;4;4;1;2;0;0;16;50000
55;283635;11;15;1;2;1;2;0;0;35;50000
36;98360;2;9;2;1;1;1;0;0;40;50000
40;202872;4;14;2;3;1;2;0;0;40;40000
54;118365;13;6;1;2;2;2;0;0;10;50000
45;184285;1;13;1;2;1;1;0;0;45;50000
48;345831;6;10;2;1;1;1;0;0;40;40000
40;99679;11;15;4;2;1;1;0;0;60;40000
31;253354;1;13;2;1;1;1;0;0;50;50000
26;190650;1;13;4;4;3;1;0;0;40;50000
34;287737;6;10;2;3;1;2;0;1485;40;40000
19;204389;2;9;4;4;5;2;0;0;25;50000
31;294870;7;12;2;1;1;1;0;0;40;50000
34;159442;2;9;4;2;1;2;0;0;30;50000
55;161662;4;14;2;1;1;1;0;0;55;40000
38;52738;6;10;2;1;1;1;0;0;40;50000
21;252024;2;9;4;6;1;1;0;0;20;50000
27;189702;9;4;2;1;1;1;0;0;40;50000
35;407913;2;9;5;2;2;1;0;0;40;50000
20;166527;6;10;4;4;5;2;0;0;20;50000
24;34918;8;11;4;5;1;2;0;0;38;50000
27;142712;4;14;4;2;1;1;0;0;40;50000
18;201686;3;7;4;4;1;1;0;0;4;50000
28;179759;6;10;3;5;1;2;0;0;40;50000
36;94954;2;9;1;2;1;2;0;0;40;50000
66;350498;6;10;2;1;1;1;0;1258;20;50000
19;201743;6;10;4;4;1;2;0;0;15;50000
59;119344;13;6;2;3;1;2;0;0;36;50000
33;149726;2;9;2;1;1;1;0;0;46;50000
28;419146;9;4;5;2;1;1;0;0;40;50000
34;174789;1;13;4;2;1;1;0;2001;40;50000
41;171234;6;10;1;2;1;2;0;0;55;50000
30;206325;3;7;2;1;1;1;0;0;45;50000
59;202682;2;9;2;1;1;1;0;0;40;50000
42;121055;1;13;2;1;1;1;0;0;60;50000
47;160187;2;9;5;6;2;2;14084;0;38;40000
29;84366;13;6;3;5;1;2;0;0;40;50000
60;139391;6;10;3;2;1;1;0;0;50;40000
53;124094;2;9;2;1;1;1;5013;0;35;50000
41;30759;9;4;2;1;1;1;0;0;60;50000
32;137875;6;10;1;5;1;2;0;0;30;50000
73;139049;2;9;6;2;1;2;0;0;22;40000
20;238384;2;9;4;2;1;2;0;0;30;50000
49;340755;4;14;2;1;1;1;0;0;40;40000
36;224947;1;13;4;5;1;1;0;0;40;50000
33;111994;6;10;1;5;1;2;0;0;45;50000
25;125491;6;10;4;2;3;2;0;0;34;50000
34;310525;2;9;2;1;2;1;0;0;10;50000
19;71592;6;10;4;4;3;2;0;0;40;50000
40;99185;7;12;2;1;1;1;0;0;40;50000
48;249935;2;9;2;1;1;1;0;0;44;50000
51;206775;6;10;2;1;1;1;0;0;50;50000
22;230704;7;12;4;4;2;1;0;0;20;50000
34;242361;6;10;2;1;2;1;0;0;50;50000
22;134746;13;6;2;3;1;2;0;0;40;50000
34;198613;2;9;2;1;1;1;0;2002;40;50000
56;174040;2;9;1;2;1;1;0;0;40;50000
49;165953;2;9;2;1;1;1;0;1902;40;50000
36;273604;1;13;4;2;1;2;0;0;40;50000
18;192409;6;10;4;4;1;2;0;0;20;50000
26;102476;2;9;4;4;1;1;0;0;50;50000
48;234504;2;9;2;1;1;1;0;0;50;50000
35;468713;2;9;2;1;1;1;0;0;40;50000
29;84560;2;9;4;4;1;1;0;0;40;50000
47;148995;2;9;2;1;1;1;0;0;40;40000
21;34816;8;11;2;3;1;2;0;0;12;50000
28;211184;6;10;4;2;1;2;0;0;50;50000
53;33304;6;10;2;1;1;1;0;0;40;40000
65;179985;2;9;1;2;1;2;0;0;40;50000
26;219815;6;10;3;5;1;2;0;0;40;50000
50;134766;1;13;2;1;1;1;0;1902;50;40000
26;106548;2;9;2;1;1;1;0;0;50;50000
70;89787;2;9;2;1;1;1;0;0;20;50000
55;164857;6;10;1;4;1;1;0;0;40;50000
27;257124;1;13;4;6;1;1;0;0;35;50000
31;227446;6;10;2;1;1;1;0;0;40;40000
43;125461;1;13;2;1;1;1;0;1902;55;40000
24;189749;3;7;2;1;1;1;0;0;40;50000
22;176321;9;4;4;5;1;2;0;0;40;50000
26;284250;2;9;4;5;2;2;0;0;40;50000
23;101885;13;6;4;2;1;2;0;0;40;50000
41;134130;2;9;2;1;1;1;0;0;60;50000
52;260938;4;14;2;1;1;1;0;0;40;50000
41;238184;2;9;2;3;1;2;0;0;40;50000
59;148626;13;6;2;1;1;1;0;0;40;50000
56;48102;6;10;2;3;1;2;0;1977;50;40000
58;234213;2;9;1;2;1;1;14344;0;48;40000
65;113323;1;13;2;1;1;1;0;0;40;40000
24;34246;1;13;4;2;3;1;0;0;40;50000
51;175070;7;12;2;1;1;1;5178;0;45;40000
31;279680;6;10;2;1;1;1;0;0;45;50000
84;188328;2;9;6;2;1;2;0;0;16;50000
51;96609;6;10;2;1;1;1;0;0;40;50000
24;84257;1;13;4;2;1;1;0;0;50;50000
30;275632;2;9;2;1;1;1;0;0;45;50000
22;385540;13;6;4;2;1;1;0;0;40;50000
30;196342;4;14;4;2;1;1;0;0;40;50000
47;97176;6;10;1;5;1;2;0;0;40;50000
19;197714;2;9;4;4;1;2;0;0;35;50000
43;147099;6;10;1;5;1;2;0;0;36;50000
30;186346;1;13;4;2;1;2;0;0;50;50000
46;73434;4;14;1;2;1;2;0;0;45;50000
49;275074;1;13;2;1;1;1;0;0;60;50000
37;209214;12;3;4;5;1;2;0;0;40;50000
42;210525;4;14;4;2;1;1;0;0;40;50000
57;372020;6;10;2;1;1;1;5013;0;50;50000
